BGC0000483	annotations_removed
BGC0000516	annotations_removed
BGC0000535	annotations_removed
BGC0000569	operons_removed;annotations_removed
BGC0000578	annotations_removed
BGC0000579	annotations_removed
BGC0000595	annotations_removed
BGC0000598	operons_removed;annotations_removed;no_taxonomy
BGC0000616	operons_removed;annotations_removed
BGC0000774	annotations_removed
BGC0000805	annotations_removed
BGC0000849	annotations_removed
BGC0000875	annotations_removed
BGC0000887	annotations_removed
BGC0000892	annotations_removed
BGC0000940	annotations_removed
BGC0000952	annotations_removed
BGC0000958	operons_removed;annotations_removed
BGC0000970	annotations_removed
BGC0001006	annotations_removed
BGC0001007	annotations_removed
BGC0001034	annotations_removed
BGC0001037	annotations_removed
BGC0001108	annotations_removed;no_taxonomy
BGC0001120	annotations_removed
BGC0001123	annotations_removed
BGC0001134	annotations_removed
BGC0001135	annotations_removed
BGC0001137	annotations_removed
BGC0001138	annotations_removed
BGC0001141	annotations_removed
BGC0001145	annotations_removed
BGC0001147	annotations_removed
BGC0001166	annotations_removed
BGC0001169	annotations_removed
BGC0001170	operons_removed;annotations_removed
BGC0001171	operons_removed;annotations_removed
BGC0001173	annotations_removed
BGC0001174	annotations_removed
BGC0001177	annotations_removed
BGC0001182	annotations_removed
BGC0001184	annotations_removed
BGC0001221	annotations_removed
BGC0001228	annotations_removed
BGC0001331	annotations_removed
BGC0001347	annotations_removed
BGC0001439	annotations_removed
BGC0001469	operons_removed;annotations_removed
BGC0000471	operons_removed
BGC0000477	operons_removed
BGC0000479	operons_removed
BGC0000513	operons_removed
BGC0000526	operons_removed
BGC0000529	operons_removed
BGC0000544	operons_removed
BGC0000551	operons_removed
BGC0000566	operons_removed
BGC0000722	operons_removed
BGC0000758	operons_removed
BGC0000816	operons_removed
BGC0000819	operons_removed
BGC0000824	operons_removed
BGC0000834	operons_removed
BGC0000843	operons_removed
BGC0000845	operons_removed
BGC0000880	operons_removed
BGC0000921	operons_removed
BGC0000972	operons_removed
BGC0000993	operons_removed
BGC0001017	operons_removed
BGC0001029	operons_removed
BGC0001045	operons_removed
BGC0001114	operons_removed
BGC0001160	operons_removed
BGC0001161	operons_removed
BGC0001164	operons_removed
BGC0001229	operons_removed
BGC0001468	operons_removed
BGC0001129	no_gbk
BGC0001105	no_taxonomy
BGC0001315	no_taxonomy
BGC0001316	no_taxonomy
BGC0001317	no_taxonomy
BGC0001318	no_taxonomy
BGC0001319	no_taxonomy
BGC0001320	no_taxonomy
BGC0001325	no_taxonomy
BGC0001449	no_taxonomy
BGC0001749	no_taxonomy
